userid,movieid,rating
259302,fantasia+2000+1999,4
345072,blade+runner+1982,4
58966,harry+potter+and+the+deathly+hallows+part+2+2011,4
114510,broken+arrow+1996,3
198804,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,5
114798,exit+2006,4
1696,the+great+debaters+2007,4
31656,october+sky+1999,5
71261,tinker+tailor+soldier+spy+1979,4
126656,wreck-it+ralph+2012,4
144198,payback+1999,4
107283,cujo+1983,3
190900,winning+streak+2012,3
320989,american+gangster+2007,3
347943,the+young+lieutenant+2005,4
123646,taxidermia+2006,2
97863,cranford+2007,3
283042,the+shining+1980,3
243433,forrest+gump+1994,3
52919,the+silence+2010,3
39135,raiders+of+the+lost+ark+1981,4
320508,baby+boom+1987,4
302583,toy+story+2+1999,4
179092,ponyo+2008,4
309585,fade+to+black+2004,4
173713,brink+of+life+1958,3
282072,yankee+zulu+1993,2
118071,coraline+2009,4
217567,toy+story+1995,3
351047,grease+1978,4
53835,fight+club+1999,3
220686,chappie+2015,4
351974,charlie+and+the+chocolate+factory+2005,3
174729,new+dragon+gate+inn+1992,4
196292,how+to+train+your+dragon+2010,4
11229,harry+potter+and+the+deathly+hallows+part+1+2010,5
250711,in+secret+2013,4
325174,my+neighbor+totoro+1988,4
190077,once+in+the+life+2000,5
30293,dogma+1999,4
195913,princess+mononoke+1997,4
149211,zindagi+na+milegi+dobara+2011,3
164405,alien+1979,4
291272,slam+dunk+ernest+1995,3
171319,waitress+2007,4
234127,loudquietloud+a+film+about+the+pixies+2006,4
11890,bloodlust+subspecies+iii+1994,3
152554,papillon+1973,4
28167,x-men+days+of+future+past+2014,3
63561,the+grey+2012,2
189692,all+the+presidents+men+1976,4
231797,fight+club+1999,3
76706,sue+1997,3
83272,trust+1990,4
290815,children+of+the+corn+ii+the+final+sacrifice+1993,2
348675,raiders+of+the+lost+ark+1981,3
255767,wild+oranges+1924,5
168177,the+african+queen+1951,4
101465,spirited+away+2001,4
313631,the+sting+1973,4
199055,wattstax+1973,5
332677,zeitgeist+addendum+2008,5
202398,godzilla+1985+1984,3
211554,delicatessen+1991,4
52422,housebound+2014,4
160832,noises+off...+1992,4
176692,the+perfect+family+2011,4
39407,true+legend+2010,4
11192,the+adversary+2002,4
270386,six+by+sondheim+2013,5
50231,the+incredible+hulk+2008,3
313444,the+queen+and+i+2008,4
218401,starship+troopers+1997,4
352257,masques+1987,4
22408,the+sword+in+the+stone+1963,3
69055,fury+2014,4
142580,dawn+of+the+planet+of+the+apes+2014,4
128027,enigma+2001,3
324247,the+prince+and+the+pauper+1990,4
153921,9+souls+2003,2
107079,terminator+3+rise+of+the+machines+2003,4
291063,romasanta+2004,5
156728,chicken+little+2005,2
47291,the+lives+of+others+2006,4
106379,happy+here+and+now+2002,4
300734,mickey_+donald_+goofy+the+three+musketeers+2004,3
58075,bring+it+on+2000,3
115681,yoo+hoo+mrs+goldberg+2009,3
111678,dont+look+now+were+being+shot+at+1966,4
340355,2001+a+space+odyssey+1968,4
286348,the+lorax+2012,2
317566,4+little+girls+1997,4
121258,beauty+and+the+beast+1991,4
206651,fireworks+wednesday+2006,4
61445,the+big+white+2005,3
247695,you+cant+win+em+all+1970,3
97383,mulan+1998,3
144416,good+neighbours+2011,4
245738,heavy+metal+1981,3
172378,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
339697,harry+potter+and+the+deathly+hallows+part+1+2010,4
349178,the+green+berets+1968,3
345168,batman+begins+2005,4
208118,not+another+happy+ending+2013,3
184616,the+strange+color+of+your+bodys+tears+2013,4
43618,the+catered+affair+1956,3
180031,oh_+woe+is+me+1993,4
201989,dampfnudelblues+2013,1
208598,the+dark+knight+rises+2012,5
199146,wings+of+hope+2000,5
175449,grass+1999,4
177136,the+lord+of+the+rings+the+two+towers+2002,5
3576,harry+potter+and+the+deathly+hallows+part+1+2010,3
339778,beyond+the+sea+2004,3
17664,rebels+of+the+neon+god+1993,4
199423,pinocchio+1940,3
3601,a+day+in+the+country+1936,3
22008,the+devils+rejects+2005,4
190523,the+dark+knight+2008,4
483,sister+street+fighter+1974,5
232807,the+bad+and+the+beautiful+1952,4
153101,the+chemical+brothers+dont+think+2012,4
302307,all+the+kings+men+1949,4
96538,spider-man+2002,5
137340,fear+no+evil+1981,5
163820,indiana+jones+and+the+temple+of+doom+1984,5
352341,blue+valentine+2010,4
151405,finding+vivian+maier+2014,3
48865,dirt+2001,3
333213,the+invisible+woman+2009,2
249630,beer+league+2006,4
319609,hairspray+2007,4
206907,the+lion+king+2+simbas+pride+1998,3
124312,gnomeo++juliet+2011,2
19266,arsne+lupin+returns+1938,3
307,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
255953,aliens+1986,3
52441,the+shawshank+redemption+1994,5
45539,red+sorghum+1987,4
303719,the+corruptor+1999,3
241995,a+good+man+in+africa+1994,4
303126,valmont+1989,3
287482,born+to+win+1971,2
269061,kikis+delivery+service+1989,3
228847,all+of+me+1984,4
48002,big+ass+spider+2013,3
219264,the+equalizer+2014,3
301299,toy+story+3+2010,4
66898,the+mercenary+1968,3
200250,bitter+feast+2010,4
215172,vive+lamour+1994,3
318095,the+lacemaker+1977,4
37805,the+lord+of+the+rings+the+return+of+the+king+2003,5
170506,dutch+1991,4
178007,predator+1987,3
305839,princess+mononoke+1997,4
3460,gods+little+acre+1958,4
46973,the+shawshank+redemption+1994,5
276126,safe+house+2012,3
11973,the+heiress+1949,4
190625,our+little+girl+1935,4
83899,is+anybody+there+2009,2
250110,the+clown+and+the+kid+1961,3
322086,song+of+the+south+1946,4
118867,get+hard+2015,3
204869,the+curious+case+of+benjamin+button+2008,4
251859,my+neighbor+totoro+1988,4
231758,cinderella+2015,5
148954,phil+ochs+there+but+for+fortune+2011,4
260639,katatsumori+1994,3
107111,saratoga+1937,3
278016,dark+days+2000,4
206360,mirror+mirror+2012,3
281743,despicable+me+2010,4
10974,temptation+confessions+of+a+marriage+counselor+2013,4
19588,ruby+gentry+1952,2
255181,reservoir+dogs+1992,3
150841,pursuit+to+algiers+1945,3
142785,interstellar+2014,5
39460,se7en+1995,4
103649,thor+the+dark+world+2013,3
320092,forbidden+planet+1956,3
110973,twelve+2010,3
83880,iron+man+2008,4
323390,fear+and+desire+1953,2
26909,fight+club+1999,4
81935,the+wonderful_+horrible+life+of+leni+riefenstahl+1993,3
112233,chantilly+lace+1993,3
278030,pokmon+origins+2013,4
215794,friday+the+13th+1980,3
46327,the+incredibles+2004,3
352633,one+flew+over+the+cuckoos+nest+1975,3
213954,lost+in+la+mancha+2002,3
223667,iron+man+2008,3
347612,children+of+men+2006,5
309817,inception+2010,4
329548,turbo+2013,2
249660,metropia+2009,4
32426,guardians+of+the+galaxy+2014,4
339366,people+on+sunday+1930,3
10060,harry+potter+and+the+philosophers+stone+2001,4
213204,stand+by+me+doraemon+2014,4
229938,the+skin+i+live+in+2011,4
240879,the+fifth+element+1997,4
94475,group+sex+2010,4
302888,the+imitation+game+2014,4
239691,always+1985,4
59176,the+pride+of+the+yankees+1942,4
328259,sleeping+beauty+1959,4
175940,mulan+1998,3
216266,deep+blue+sea+1999,3
177881,the+avengers+2012,3
168345,pride+of+the+bowery+1940,4
288817,babylon+1980,4
179245,after+him+2007,3
229990,i+spit+on+your+grave+2+2013,4
219176,interstellar+2014,4
119370,harry+potter+and+the+deathly+hallows+part+2+2011,4
108608,kingsman+the+secret+service+2015,4
18606,despicable+me+2010,4
157698,turkish+delight+1973,3
180073,my+own+private+idaho+1991,4
166306,leon+the+professional+1994,4
37682,indiana+jones+and+the+temple+of+doom+1984,3
3167,the+breaks+1999,3
50253,unfaithfully+yours+1948,5
100134,elevator+to+the+gallows+1958,4
188906,sos+coast+guard+1937,3
28810,trixie+2000,3
137647,freezer+2014,4
225100,the+getaway+1972,4
232564,forbidden+planet+1956,3
267434,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,3
166987,lawless+range+1935,4
262438,29th+street+1991,4
278504,pulp+fiction+1994,5
117286,inception+2010,4
166190,wishmaster+3+beyond+the+gates+of+hell+2001,3
148245,harry+potter+and+the+chamber+of+secrets+2002,4
237710,blue+spring+2001,3
286230,blade+runner+1982,4
51468,the+madness+of+king+george+1994,4
210797,aladdin+1992,5
274380,the+pear+tree+1998,3
19283,belle+de+jour+1967,4
206971,the+taste+of+tea+2004,2
5597,chan+is+missing+1982,3
48908,tenebre+1982,5
67292,the+skeleton+key+2005,3
133740,the+matrix+1999,4
157965,harry+potter+and+the+prisoner+of+azkaban+2004,4
201671,anne+of+the+thousand+days+1969,5
295268,house+by+the+river+1950,3
186632,the+girl+with+the+dragon+tattoo+2011,3
280718,my+friend+flicka+1943,3
213282,the+sorcerer+and+the+white+snake+2011,4
88030,lesbian+vampire+killers+2009,3
78183,the+assassin+next+door+2009,4
34594,total+recall+1990,4
65235,reservoir+dogs+1992,3
345629,kill+bill+vol.+1+2003,4
118789,the+ring+two+2005,4
110462,a+bugs+life+1998,4
134822,point+of+order+1964,3
127996,saboteur+1942,4
208508,reservoir+dogs+1992,5
178507,abominable+2006,4
110761,meet+the+browns+2008,4
244069,richard+pryor+here+and+now+1983,3
93682,the+aviator+2004,3
46884,star+trek+iv+the+voyage+home+1986,3
252037,you+dont+know+jack+2010,5
214130,the+shining+1980,4
75757,the+man+who+knew+too+much+1956,4
126535,harry+potter+and+the+deathly+hallows+part+1+2010,4
234043,scarface+1983,3
278990,down+to+the+sea+in+ships+1949,4
227798,1981+2009,3
239616,frankenstein+1931,4
141905,lady+killer+1937,2
173744,the+initiation+1984,4
131385,up+2009,5
314815,howls+moving+castle+2004,4
126127,aliens+1986,4
338546,zabriskie+point+1970,3
100292,the+boy+in+the+striped+pyjamas+2008,4
171272,venus+and+serena+2012,4
135352,the+mysterious+island+1973,4
297494,chicken+little+2005,3
80140,scarface+1983,3
242919,soylent+green+1973,4
232706,close+encounters+of+the+third+kind+1977,3
298712,the+great+spy+chase+1964,3
25512,meat+love+1989,3
62964,monsters_+inc.+2001,4
243285,dave+1993,3
181592,independence+day+1996,3
69990,hercules+1997,3
322278,the+borrower+1991,2
188269,harry+potter+and+the+philosophers+stone+2001,5
117746,jack+reacher+2012,4
163807,the+fraternity+2002,3
233250,sweeney+todd+the+demon+barber+of+fleet+street+2007,4
4836,please+dont+eat+the+daisies+1960,3
39622,pirates+of+the+caribbean+on+stranger+tides+2011,1
70975,the+big+empty+2003,3
162820,bambi+1942,4
68536,my+perestroika+2010,3
36452,bubba+ho-tep+2002,3
26084,for+me+and+my+gal+1942,4
38800,spirit+stallion+of+the+cimarron+2002,3
263269,big+bad+wolf+2006,4
8838,amar+akbar+anthony+1977,3
302253,the+lord+of+the+rings+the+two+towers+2002,5
5857,cookers+2001,4
300421,ballet+shoes+2008,4
196854,sleep+tight+2011,4
133230,social+genocide+2004,3
208680,chalet+girl+2011,4
281169,howls+moving+castle+2004,4
162466,exiled+2006,5
300292,the+mask+you+live+in+2015,3
215565,raiders+of+the+lost+ark+1981,4
109672,it+follows+2015,2
269610,red+river+1948,5
7214,the+exterminating+angel+1962,4
34075,the+horse+boy+2009,4
334594,maborosi+1995,4
125480,the+fifth+element+1997,4
304066,futurama+benders+big+score+2007,3
31590,7+dwarves+the+forest+is+not+enough+2006,4
1390,dead+reckoning+1947,5
116778,lesson+plan+2010,3
259487,the+lion+king+1994,5
276444,the+shawshank+redemption+1994,5
153989,total+recall+1990,3
125978,kikis+delivery+service+1989,4
260105,shutter+island+2010,3
178137,18+fingers+of+death+2006,4
244159,a+majority+of+one+1961,4
38978,cyrus+2010,3
34863,that+man+from+rio+1964,5
50759,edison+2005,3
73084,super+8+stories+2001,3
148575,personal+effects+2009,2
335163,one+flew+over+the+cuckoos+nest+1975,5
68353,gattaca+1997,4
256323,gone+girl+2014,4
276066,the+goonies+1985,5
52126,born+to+raise+hell+2010,3
146118,the+celebration+1998,3
85324,constantine+2005,2
342798,big+hero+6+2014,3
164165,walle+2008,4
154795,coraline+2009,3
99747,the+thin+blue+line+1988,5
308998,i_+robot+2004,3
5218,ping+pong+summer+2014,4
319156,the+hand+that+rocks+the+cradle+1992,4
13110,four+brothers+2005,2
61626,the+boy+in+the+striped+pyjamas+2008,4
213815,richard+pryor+live+in+concert+1979,4
105028,gattaca+1997,4
336381,volcano+2011,4
196990,the+wise+kids+2011,3
176154,bill+burr+let+it+go+2010,3
6160,gattaca+1997,4
263568,black+hawk+down+2001,4
151034,mulan+1998,4
227454,the+day+of+the+dolphin+1973,4
4174,harry+potter+and+the+prisoner+of+azkaban+2004,4
145564,this+is+the+night+1932,4
80139,inside+man+2006,4
98657,joint+security+area+2000,4
211036,the+express+2008,3
152537,goke_+body+snatcher+from+hell+1968,4
160491,dr.+no+1962,5
203595,the+imitation+game+2014,3
36087,gypsy+1962,3
85323,impulse+2008,4
49778,something+the+lord+made+2004,5
6232,i+capture+the+castle+2003,4
174647,to+kill+a+mockingbird+1962,4
220599,zero+motivation+2014,4
127504,citizen+x+1995,4
145006,toy+story+1995,4
191595,brain+damage+1988,4
160961,the+lion+king+1994,5
139920,welcome+mr.+marshall+1953,4
318058,king+of+the+hill+1993,3
167464,inception+2010,3
136055,star+wars+1977,5
1557,the+green+mile+1999,3
230914,populaire+2012,4
6253,joanna+2013,3
158579,bambi+1942,4
32339,el+big+bang+de+tunguska+2008,3
10140,ninja+iii+the+domination+1984,2
145961,batman+begins+2005,5
220849,the+goonies+1985,4
240460,a+face+in+the+crowd+1957,5
195020,goodfellas+1990,4
266309,liberty+kid+2007,2
240803,iron+man+2008,4
148366,ponyo+2008,4
80727,equus+1977,4
284355,swimming+to+cambodia+1987,5
12275,tunnel+rats+2008,4
127515,sophie+scholl+the+final+days+2005,3
292812,emmanuelle+ii+1975,4
210189,ricky+gervais+live+4+science+2010,4
288653,to+live+1994,4
248404,saboteur+1942,4
73270,comedy+of+innocence+2000,5
41271,detour+1945,4
198985,the+brotherhood+1968,2
290558,terminator+2+judgment+day+1991,4
32528,nausica+of+the+valley+of+the+wind+1984,5
23614,exodus+2007,3
177355,howls+moving+castle+2004,4
302082,the+left+handed+gun+1958,4
305444,the+jungle+book+1967,3
281180,the+terminator+1984,5
261301,brother+bear+2003,3
227424,howls+moving+castle+2004,5
22693,inglourious+basterds+2009,5
244153,kiss+of+the+spider+woman+1985,4
102648,one+week+2008,4
46784,serenity+2005,4
309058,kummeli+goldrush+1997,3
174861,dangerous+beauty+1998,4
160676,the+hobbit+the+battle+of+the+five+armies+2014,4
330271,marina+abramovi+the+artist+is+present+2012,3
133213,wrong+turn+3+left+for+dead+2009,3
86430,loaf+and+camouflage+1984,3
71948,the+lion+king+1+2004,4
108320,scarface+1983,4
201819,interstellar+2014,5
109746,new+jack+city+1991,3
164542,victory+through+air+power+1943,5
329141,fight+club+1999,5
272443,simon+birch+1998,4
8259,cell+211+2009,5
345544,the+quiet+2005,3
189513,ali+fear+eats+the+soul+1974,3
29333,toy+story+3+2010,4
94749,yellowbeard+1983,4
346151,the+haunting+in+connecticut+2+ghosts+of+georgia+2013,3
250504,praise+1998,4
194161,losers+club+2011,4
314523,the+grapes+of+death+1978,4
56956,frankenstein+1931,3
104606,rancho+notorious+1952,3
107735,princess+mononoke+1997,4
294548,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,3
30944,love+is+all+you+need+2012,4
153831,saving+private+ryan+1998,5
235618,much+ado+about+nothing+2012,4
7429,hellraiser+revelations+2011,4
182594,frozen+2013,4
21438,inception+2010,4
79195,man+of+aran+1934,4
241046,songcatcher+2001,4
132479,if+only+2004,4
147401,cashback+2006,3
180932,animal+kingdom+2010,4
150348,master+and+commander+the+far+side+of+the+world+2003,4
107789,johnny+belinda+1948,4
349836,one+true+thing+1998,3
158335,class+of+nuke+em+high+1986,2
109006,rumble+fish+1983,4
132575,the+hunger+games+mockingjay+-+part+1+2014,3
22967,shaft+2000,3
203612,anastasia+1997,4
245240,scorchers+1991,2
114442,richard+iii+1955,5
96961,blonde+venus+1932,4
98840,the+great+los+angeles+earthquake+1990,3
145557,a+cube+of+sugar+2012,4
8615,matewan+1987,4
121800,the+hero+1966,3
113323,fight+club+1999,5
134309,the+good_+the+bad+and+the+ugly+1966,3
164727,chizukos+younger+sister+1991,3
11313,pinocchio+2002,2
74228,the+hobbit+an+unexpected+journey+2012,3
348740,castle+in+the+sky+1986,4
304653,loose+cannons+2010,3
256892,fight+club+1999,3
222798,please+remove+your+shoes+2010,3
235458,man+facing+southeast+1986,4
55729,the+purge+anarchy+2014,4
339895,afghan+star+2009,4
304537,the+fearmakers+1958,3
236894,the+heavy+2010,3
20468,interstellar+2014,4
238490,frankenstein+1931,4
135794,the+conversation+1974,4
17267,when+strangers+appear+2001,4
114841,paisan+1946,4
255760,the+dark+knight+2008,4
142028,the+last+battle+1983,4
18243,interstellar+2014,4
71917,the+boy+in+the+striped+pyjamas+2008,5
133196,fight+club+1999,4
49637,call+northside+777+1948,4
139854,feiern+2006,3
184473,x-men+days+of+future+past+2014,4
290591,box+of+moonlight+1996,4
275401,wake+2009,3
84869,one+man+band+2005,4
82019,++++++1959,3
59295,the+magician+1958,5
335489,dracula+1979,4
214405,on+the+occasion+of+remembering+the+turning+gate+2002,4
190335,the+royal+tenenbaums+2001,4
148752,villa+rides+1968,4
74012,the+avengers+2012,4
58796,nightcrawler+2014,4
220974,clo+from+5+to+7+1962,4
189968,harry+potter+and+the+deathly+hallows+part+1+2010,4
56115,pinocchio+1940,4
20990,180+south+conquerors+of+the+useless+2010,3
25223,bookwars+2000,4
79678,fight+club+1999,4
301206,gold+diggers+of+1933+1933,4
23007,gladiator+2000,4
344454,a+man+for+all+seasons+1966,5
109669,two+men+in+manhattan+1959,5
232606,calendar+girls+2003,3
265127,eat+drink+man+woman+1994,4
3780,eye+of+the+needle+1981,3
178038,equilibrium+2002,4
339928,sherlock+holmes+in+washington+1943,3
107779,inception+2010,4
338762,atonement+2007,4
30687,stay+2005,4
39192,first+strike+1996,4
171370,this+is+spinal+tap+1984,4
223501,29+palms+2002,3
248214,young+frankenstein+1974,3
83680,gasland+2010,3
203050,nightwatch+1994,4
328647,thesis+1996,4
319089,stonehearst+asylum+2014,3
338340,latitude+zero+1969,3
12042,the+kings+of+summer+2013,4
304246,the+amityville+horror+2005,4
167844,bunty+aur+babli+2005,3
329832,wind+chill+2007,3
65491,breaking+away+1979,5
87931,from+russia+with+love+1963,3
82533,sin+city+a+dame+to+kill+for+2014,3
8422,the+trial+1962,5
58942,state+of+emergency+2011,3
297639,monsters_+inc.+2001,4
181026,essex+boys+2000,3
16277,overnight+2003,2
328118,lean+on+me+1989,4
62061,monty+python+and+the+holy+grail+1975,4
63045,one+hundred+and+one+dalmatians+1961,4
55160,shake+it+2001,4
176214,the+great+lie+1941,4
266991,the+good_+the+bad+and+the+ugly+1966,4
169802,i_+robot+2004,4
336346,interstellar+2014,5
216125,the+yards+2000,3
28016,back+to+the+ussr+1992,4
199010,wild+tales+2014,4
67806,three+colors+blue+1993,3
319758,pusher+iii+im+the+angel+of+death+2005,4
249888,iron+man+3+2013,4
253634,paperman+2012,5
101315,the+wind+that+shakes+the+barley+2006,4
345228,the+slipper+and+the+rose+1976,4
44596,reign+over+me+2007,4
312787,i+love+you+to+death+1990,3
133691,the+tillman+story+2010,2
38226,orphans+1998,3
149635,one+million+years+b.c.+1966,3
19626,from+up+on+poppy+hill+2011,4
123376,the+skys+the+limit+1943,3
49994,the+man+from+earth+2007,3
333586,guelwaar+1993,4
157811,two+brothers+2004,3
211787,mulan+1998,5
30560,the+secret+world+of+arrietty+2010,3
241114,tangerines+2013,4
231748,ballet+shoes+2008,4
170820,the+lathe+of+heaven+1980,5
238947,kikis+delivery+service+1989,3
216946,aclas+descent+into+floristella+1992,5
290626,standard+operating+procedure+2008,3
254993,clean+slate+1994,3
200179,ill+be+home+for+christmas+1998,2
118873,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
182860,sid++nancy+1986,3
261021,waterloo+bridge+1940,5
97614,the+man+who+knew+too+much+1956,4
102108,murder+on+the+orient+express+1974,4
39567,looking+forward+1933,3
10174,a+league+of+their+own+1992,3
70388,man+with+a+movie+camera+1929,4
234440,the+crime+of+padre+amaro+2002,4
48522,hiroshima+mon+amour+1959,4
336450,putins+kiss+2011,3
85519,buffalo+66+1998,5
253917,faster_+pussycat+kill+kill+1965,3
135709,up+the+river+1930,3
184213,tarzan+1999,4
158247,defiance+2008,4
201374,the+french+lieutenants+woman+1981,3
116346,mr.+moto+takes+a+chance+1938,2
48532,good+old+daze+1994,3
153106,the+vanishing+1988,4
136797,the+boy+who+cried+werewolf+2010,3
185636,dane+cook+vicious+circle+2006,3
67835,tracers+2015,5
254094,nausica+of+the+valley+of+the+wind+1984,3
284033,the+lost+one+1951,4
160163,hour+of+the+wolf+1968,4
181248,something+in+the+air+2012,4
329241,le+doulos+1963,3
165619,ultraviolet+2006,4
210333,fever+pitch+1997,4
125111,the+invasion+2007,3
151586,we+the+party+2012,3
195849,i+killed+my+mother+2009,4
185762,blade+runner+1982,5
214669,kingsman+the+secret+service+2015,4
254568,little+manhattan+2005,4
90286,ronin+1998,4
31432,the+living+daylights+1987,4
324728,jim+jefferies+alcoholocaust+2010,3
81296,fist+of+fury+1972,4
200504,beauty+and+the+beast+1991,3
43934,st+trinians+2+the+legend+of+frittons+gold+2009,4
84612,stonehearst+asylum+2014,4
338163,the+italian+job+2003,3
239741,the+winter+war+1989,4
57019,the+lord+of+the+rings+the+two+towers+2002,5
241310,the+white+sound+2001,5
314996,play+it+again_+sam+1972,4
25871,gattaca+1997,4
179687,home+2009,4
259728,the+best+mans+wedding+2000,3
287148,the+cop+in+blue+jeans+1976,4
196615,the+alarmist+1998,2
185546,nick+of+time+1995,3
25519,monty+python+and+the+holy+grail+1975,4
45658,nausica+of+the+valley+of+the+wind+1984,5
100214,hannah+and+her+sisters+1986,4
175963,first+person+plural+2000,3
339249,harry+potter+and+the+chamber+of+secrets+2002,3
284552,megamind+2010,4
118672,the+meaning+of+life+1983,3
25507,the+happy+road+1957,3
235895,gone+girl+2014,4
101295,the+war+zone+1999,4
3232,love_+wedding_+marriage+2011,3
341407,men+in+black+1997,2
250015,inception+2010,4
46686,shrek+2001,5
63608,dead+of+night+1945,3
32530,h.m.s.+defiant+1962,4
269710,shadow+of+the+thin+man+1941,4
225459,ice+age+continental+drift+2012,2
249473,a+month+in+the+country+1987,5
284577,mutiny+on+the+bounty+1935,4
209980,daughters+of+dolma+2013,4
203450,beloved+2011,3
328439,peggy+sue+got+married+1986,2
177995,back+to+the+future+1985,4
342579,mac+1992,4
349043,inception+2010,5
165666,toy+story+1995,4
38676,fantastic+4+rise+of+the+silver+surfer+2007,3
90350,ponyo+2008,4
246289,whisper+of+the+heart+1995,5
33089,kaleidoscope+1966,3
6094,animal+crackers+1930,4
116700,words+and+pictures+2013,3
135893,monsters_+inc.+2001,4
2367,mr.+brooks+2007,3
311511,ghostbusters+1984,4
334019,wuthering+heights+1939,4
333248,terminator+2+judgment+day+1991,5
338872,futurama+the+beast+with+a+billion+backs+2008,5
276070,the+aristocrats+2005,4
63698,leon+the+professional+1994,5
91001,cloudy+with+a+chance+of+meatballs+2+2013,3
328161,they+call+me+mister+tibbs+1970,3
328670,nausica+of+the+valley+of+the+wind+1984,4
60909,the+godfather+1972,5
208561,gattaca+1997,3
129034,toy+story+1995,4
312676,life+is+a+miracle+2004,5
136913,dangerous+davies+1981,4
69077,beetlejuice+1988,4
193797,lone+wolf+and+cub+baby+cart+at+the+river+styx+1972,4
82388,bloodlust+subspecies+iii+1994,5
112594,trouble+in+paradise+1932,2
205326,they+call+us+misfits+1968,4
288636,the+lord+of+the+rings+the+two+towers+2002,5
290224,magadheera+2009,2
263723,constantine+2005,3
99509,big+hero+6+2014,3
298731,brief+encounter+1945,5
138252,service+2008,4
163557,charlie+chans+chance+1932,3
140243,my+man+1996,4
187916,blade+on+the+feather+1980,4
348244,interstellar+2014,4
21222,memories+of+murder+2003,4
284433,shining+through+1992,4
342124,raise+the+red+lantern+1991,4
239490,memorial+day+2011,3
91751,leap+year+2010,2
244343,inception+2010,4
149408,the+secret+life+of+walter+mitty+2013,4
332038,wyatt+earp+1994,4
316357,silver+streak+1976,4
338588,the+mask+1994,4
11839,in+bloom+2013,4
328119,the+decline+of+western+civilization+part+ii+the+metal+years+1988,4
204008,teenage+mutant+ninja+turtles+2014,2
204708,the+man+who+knew+too+much+1956,4
163379,fugitive+pieces+2007,4
193749,the+great+northfield+minnesota+raid+1972,4
163312,my+favorite+blonde+1942,3
236392,back+to+the+future+1985,5
15506,win+win+2011,4
261730,mulan+1998,5
306521,thank+you+for+smoking+2005,4
108837,the+imitation+game+2014,4
268260,louis+c.k.+live+at+the+comedy+store+2015,5
204923,redbelt+2008,4
260492,fire_+ice++canned+beer+2002,3
172357,the+rise+2012,4
117385,songs+from+the+second+floor+2000,4
303054,hukkle+2002,4
110116,the+assassination+bureau+1969,4
17213,the+secret+life+of+bees+2008,4
297435,the+dreamers+2003,4
338828,star+wars+1977,4
220252,bad+guy+2002,4
151008,the+civil+war+1990,5
284217,saving+private+ryan+1998,5
309788,2001+a+space+odyssey+1968,3
51634,valley+girl+1983,4
134639,stella+street+2004,3
67498,ill+cry+tomorrow+1955,3
342464,chris+rock+bigger++blacker+1999,3
320906,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,3
251706,the+league+of+extraordinary+gentlemen+2003,3
57505,gravity+2013,4
84982,the+shawshank+redemption+1994,4
32633,shadows+in+paradise+1986,4
50860,the+firemens+ball+1967,4
312325,three-step+dance+2003,5
36776,frankenstein+1931,4
87128,secrets++lies+1996,4
226651,rashomon+1950,5
118201,heatstroke+2013,4
121687,alexander+nevsky+1938,4
105794,pigs+2007,4
96073,the+confession+1970,3
169561,my+neighbor+totoro+1988,4
232114,claymation+comedy+of+horrors+1991,3
218765,justice+league+war+2014,3
223796,man+on+wire+2008,5
82409,nirvana+1997,4
225139,the+avengers+2012,4
188568,tender+mercies+1983,3
308524,bloodbrothers+1978,5
119265,undertow+2004,5
64737,constantine+2005,4
9487,the+conformist+1970,4
53935,the+oily+maniac+1976,4
89755,starship+troopers+1997,3
213068,election+2005,5
113194,alexander+the+great+1956,2
127268,wreck-it+ralph+2012,4
218493,hail+the+conquering+hero+1944,4
135031,autopsy+2008,2
117057,the+very+thought+of+you+1944,3
265949,a+bugs+life+1998,4
244200,sleeping+beauty+2014,4
86784,cinderella+2015,3
182784,the+hobbit+the+desolation+of+smaug+2013,3
131103,how+to+train+your+dragon+2+2014,5
38298,a+shot+in+the+dark+1964,4
56366,pulp+fiction+1994,4
264792,i+like+it+like+that+1994,4
233825,after+tiller+2013,4
313826,outlander+2008,3
234082,the+lord+of+the+rings+the+return+of+the+king+2003,3
49404,scarface+1983,5
218488,star+wars+1977,4
66333,2012+2009,3
165823,chappie+2015,3
66641,apollo+13+1995,3
344635,that+obscure+object+of+desire+1977,3
20856,the+shawshank+redemption+1994,4
96776,camille+rewinds+2012,3
250620,the+adventures+of+buckaroo+banzai+across+the+8th+dimension+1984,3
7499,dying+at+grace+2003,4
343599,the+seeker+the+dark+is+rising+2007,1
49438,roseland+1977,3
271650,rashomon+1950,3
79194,sarahs+key+2010,3
47148,constantine+2005,3
314259,bush+mama+1979,3
193729,saving+mr.+banks+2013,3
306667,the+imitation+game+2014,4
267488,the+dark+knight+2008,4
63126,the+matrix+1999,4
302854,monsters_+inc.+2001,5
184363,ratatouille+2007,5
220059,lady+windermeres+fan+1925,3
327517,seven+samurai+1954,5
223916,se7en+1995,5
3362,my+friends+1975,5
56427,everlasting+moments+2008,3
134515,toy+story+3+2010,4
79580,heathers+1988,4
324783,capitalism+a+love+story+2009,3
