userid,movieid,rating
63540,murder_+my+sweet+1944,4
71897,die+hard+1988,4
337867,the+butterfly+2002,3
6949,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
140893,3+a.m.+2001,4
284664,nirvana+1997,3
326139,young+goethe+in+love+2010,4
325820,michael+clayton+2007,4
291458,faust+1926,4
74962,harold+and+maude+1971,4
165962,love_+rosie+2014,3
332137,aliens+1986,4
273055,eternity+and+a+day+1998,3
178703,brave+2012,3
141913,short+term+12+2013,4
296676,sense+and+sensibility+1995,4
301381,thirteen+conversations+about+one+thing+2001,4
282949,the+lion+king+1994,4
77704,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
220784,bye+bye+brasil+1980,3
275399,a+glimpse+inside+the+mind+of+charles+swan+iii+2012,4
147959,burning+palms+2010,3
180829,the+tree_+the+mayor+and+the+mediatheque+1993,5
135293,one+week+1920,4
210090,the+lord+of+the+rings+the+return+of+the+king+2003,4
93201,an+oversimplification+of+her+beauty+2012,3
140405,in+china+they+eat+dogs+1999,4
93014,it+follows+2015,3
262585,donnie+brasco+1997,5
239296,gorillas+in+the+mist+1988,4
114780,my+father+and+my+son+2005,4
206119,the+incredible+hulk+2008,4
311112,the+shining+1980,4
186528,the+jungle+book+1967,5
122730,the+art+of+the+steal+2013,3
21762,into+the+abyss+2011,4
248286,september+1987,3
11217,drei+stunden+2013,4
288791,bright+star+2009,4
203151,alien+1979,5
161900,christmas+in+connecticut+1945,4
249522,on+her+majestys+secret+service+1969,4
320273,toy+story+1995,5
132589,the+pruitt-igoe+myth+2012,4
34033,harry+potter+and+the+half-blood+prince+2009,3
1890,devil+2010,3
295288,forbidden+planet+1956,4
145953,roger++me+1989,4
215646,poetry+2010,4
336080,king+of+the+ants+2003,4
224994,land+and+freedom+1995,5
248002,terminator+3+rise+of+the+machines+2003,3
73505,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
208761,jay+and+silent+bob+strike+back+2001,4
182896,marjoe+1972,3
311115,leclisse+1962,4
239299,empire+records+1995,5
121037,harry+potter+and+the+deathly+hallows+part+2+2011,3
129859,looking+for+cheyenne+2005,4
268871,the+kid+1921,4
9615,fun+with+dick+and+jane+2005,3
98202,the+frogmen+1951,4
239259,the+town+that+dreaded+sundown+2014,4
280738,as+far+as+my+feet+will+carry+me+2001,4
17743,home+2009,5
267209,castle+in+the+sky+1986,5
234898,the+gun+that+won+the+west+1955,4
192633,born+romantic+2000,4
49255,the+godfather+1972,3
296581,the+campaign+2012,2
35770,the+24th+day+2004,3
307600,birth+of+the+living+dead+2013,4
311056,total+recall+1990,4
130983,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
246163,to+have+and+have+not+1944,4
277181,a+late+quartet+2012,3
127660,the+mystery+of+picasso+1956,4
286280,the+seasoning+house+2012,3
334182,the+poseidon+adventure+2005,3
172548,indiana+jones+and+the+temple+of+doom+1984,4
92955,the+dancer+2011,3
189057,kingsman+the+secret+service+2015,4
290283,7th+heaven+1927,4
343204,megamind+2010,3
116123,tristana+1970,4
211649,love+meetings+1965,4
206850,the+adventures+of+milo+and+otis+1986,3
318133,walking+with+beasts+2001,4
214374,flipped+2010,4
126985,tokyo+drifter+1966,3
64319,mona+lisa+1986,4
29329,the+remaining+2014,3
233243,a+better+tomorrow+1986,4
76284,land+of+plenty+2004,3
43754,chappie+2015,4
348674,broadway+rhythm+1944,3
75203,reign+of+assassins+2010,3
235839,the+pied+piper+1972,3
346500,the+crimson+wing+mystery+of+the+flamingos+2008,3
146422,convict+13+1920,4
161941,heartless+2009,3
327394,tales+of+vesperia+the+first+strike+2009,5
64040,lone+star+1996,4
165361,dial+m+for+murder+1954,3
19021,a+princess+for+christmas+2011,3
34792,le+week-end+2013,3
232209,fermats+room+2007,4
49932,a+tale+of+two+sisters+2003,4
16081,ratatouille+2007,4
351929,the+tao+of+steve+2000,3
98826,triage+2009,3
167915,milk+2008,3
21550,the+canal+2014,3
343437,the+double+hour+2009,4
293253,inception+2010,4
135924,my+neighbor+totoro+1988,5
140499,age+of+the+dragons+2011,4
330948,drunken+master+1978,4
327193,a+self-made+hero+1996,3
243709,these+three+1936,3
2008,loves+of+a+blonde+1965,4
6865,aningaaq+2013,4
88921,lady+and+the+tramp+1955,4
100286,california+solo+2012,4
6134,dumb+and+dumber+1994,3
204782,the+return+of+the+living+dead+1985,4
33450,guardians+of+the+galaxy+2014,4
176515,zoom+2006,3
292710,scourge+2008,4
196574,cobain+montage+of+heck+2015,3
125986,vive+lamour+1994,3
276150,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
54281,the+phantom+lover+1995,4
273369,uranus+1990,3
92325,ice+age+2002,4
27311,hedda+gabler+1962,4
34932,all+the+presidents+men+1976,4
132747,tucker+the+man+and+his+dream+1988,4
124299,the+group+1966,3
183972,the+cat+and+the+canary+1939,3
174983,cheeky+2000,2
198037,batman+begins+2005,4
20452,brave+2012,4
164122,brave+2012,4
198995,go+tell+the+spartans+1978,4
66811,the+mask+1994,2
239498,blue+skies+1946,2
270822,2001+a+space+odyssey+1968,5
321461,black+sea+2014,3
45526,my+darling+clementine+1946,4
145658,the+man+who+knew+too+much+1956,4
153942,the+dark+knight+2008,5
107980,out+of+the+fog+1941,4
25025,raiders+of+the+lost+ark+1981,5
160750,sister+my+sister+1994,4
230544,bye+bye+braverman+1968,3
263545,the+twelve+tasks+of+asterix+1976,4
257106,king+of+california+2007,2
212563,apollo+13+1995,5
78465,the+amazing+spider-man+2012,2
182311,love+crazy+1941,5
166316,titanic+1997,4
25124,grandmas+boy+1922,4
253931,the+day+the+earth+stood+still+1951,4
246651,the+caine+mutiny+1954,4
268565,wreck-it+ralph+2012,4
26924,ratatouille+2007,4
239681,ghostbusters+1984,4
127135,the+jungle+book+1967,4
278046,wild+2014,3
86800,skidoo+1968,4
13723,the+belly+of+an+architect+1987,3
226055,howls+moving+castle+2004,3
64277,interstellar+2014,4
204624,all+the+way+boys+1972,3
74718,the+bad+lieutenant+port+of+call+-+new+orleans+2009,3
350711,finding+nemo+2003,4
7482,delphine+1_+yvan+0+1996,3
257724,the+equalizer+2014,4
79087,the+terminator+1984,4
70724,interstellar+2014,3
306714,the+dark+knight+2008,3
100300,duel+in+the+sun+1946,3
178018,the+laughing+policeman+1973,4
302431,blaze+1989,4
168181,forbidden+planet+1956,4
5172,hans+christian+andersen+1952,4
285569,fried+green+tomatoes+1991,4
318008,interstellar+2014,5
325548,the+spitfire+grill+1996,5
225342,carnal+knowledge+1971,2
292516,hachi+a+dogs+tale+2009,4
246461,the+best+years+of+our+lives+1946,4
186538,the+spongebob+movie+sponge+out+of+water+2015,4
1557,i+hate+mondays+1971,3
147533,spirit+stallion+of+the+cimarron+2002,2
58136,the+hottest+state+2006,3
152935,point+blank+2010,4
247343,lupin+the+third+the+castle+of+cagliostro+1979,3
182831,the+fifth+element+1997,4
259870,harry+potter+and+the+deathly+hallows+part+1+2010,4
11334,march+or+die+1977,5
25262,thor+the+dark+world+2013,4
3552,hitlers+madman+1943,3
153659,blow+out+1981,3
27678,hitch+2005,4
122826,forever+yours+2011,3
337067,nausica+of+the+valley+of+the+wind+1984,5
71125,brother+bear+2003,2
147106,the+hunchback+of+notre+dame+1996,4
277190,wife+be+like+a+rose+1935,4
101664,the+state+of+things+1982,4
6762,latalante+1934,4
323848,the+sugar+curtain+2005,4
180746,the+golden+coach+1952,4
339203,brainstorm+1965,2
285421,the+bridge+on+the+river+kwai+1957,4
157882,grateful+dawg+2000,4
64633,bamako+2006,4
211294,never+cry+wolf+1983,4
565,about+elly+2009,4
38887,middle+of+nowhere+2008,3
340998,kidnapped+2010,3
61303,voyage+to+the+prehistoric+planet+1965,4
112726,the+last+seduction+1994,5
296251,cool+hand+luke+1967,4
126335,the+young+master+1980,4
24072,seven+pounds+2008,4
127272,julias+eyes+2010,3
295295,toy+story+3+2010,5
27691,battle+of+the+year+2013,4
24431,fantastic+planet+1973,4
64231,the+lord+of+the+rings+the+two+towers+2002,3
219160,a-haunting+we+will+go+1942,3
67697,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
306406,big+hero+6+2014,4
300733,winnie+the+pooh+and+tigger+too+1974,4
103486,leon+the+professional+1994,4
200211,the+shawshank+redemption+1994,5
230944,blood+and+wine+1996,3
204380,star+wars+episode+iii+-+revenge+of+the+sith+2005,3
327041,priceless+2006,3
234881,the+hoax+2006,3
167839,the+lion+king+2+simbas+pride+1998,3
339451,it+follows+2015,4
112306,the+intruder+1999,2
195232,tinker+bell+and+the+lost+treasure+2009,5
84187,pulp+fiction+1994,5
153547,angel+dog+2011,4
188022,red+road+2006,3
207773,star+trek+2009,5
158918,the+godfather+1972,5
186366,in+the+folds+of+the+flesh+1970,4
179869,careful+1992,5
172862,sleeping+beauty+1959,4
21053,the+collection+2012,3
309786,black+butterflies+2011,3
59842,touching+the+void+2003,4
201065,dreamer+i nspired+by+a+true+story+2005,3
206063,madame+curie+1943,3
164133,alice+1988,3
201762,a+brony+tale+2014,4
232077,the+iron+rose+1973,3
23576,monsters+university+2013,4
230961,a+single+man+2009,5
78657,jersey+girl+2004,3
50862,the+lion+king+1994,4
133339,harold+and+maude+1971,4
279484,20_000+leagues+under+the+sea+1954,4
264288,agatha+1979,2
46856,the+amazing+spider-man+2+2014,4
24000,the+nada+gang+1974,4
167074,blood+runs+cold+2011,2
288201,a+summer+at+grandpas+1984,5
234705,ratatouille+2007,3
279872,common+wealth+2000,5
299591,dont+deliver+us+from+evil+1971,3
10521,citizen+kane+1941,4
220596,poetry+2010,4
67969,whisper+of+the+heart+1995,5
332907,starz+inside+fantastic+flesh+2008,4
250650,jamie+and+jessie+are+not+together+2011,3
65658,sparrows+dance+2013,4
121964,the+wind+rises+2013,4
178651,the+andromeda+strain+1971,4
151055,the+diving+bell+and+the+butterfly+2007,5
327568,twelve+oclock+high+1949,4
344258,jay+and+silent+bob+go+down+under+2012,3
22398,the+bunker+2001,3
30298,land+and+freedom+1995,4
19722,ace+of+aces+1982,3
339351,the+pelican+brief+1993,4
115239,akira+1988,4
214051,those+awful+hats+1909,5
234969,semper+fi+2001,4
220743,torque+2004,3
131499,road+to+morocco+1942,4
267106,the+phantom+of+the+opera+1990,4
161521,mulan+1998,4
334247,belle+and+sebastian+2013,4
185547,the+impossible+2012,3
117538,inn+of+evil+1971,3
220293,goon+2012,3
155136,the+dead+zone+1983,3
136584,from+dusk+till+dawn+1996,4
71182,behind+the+candelabra+2013,2
167982,blind+chance+1987,4
165611,the+truman+show+1998,4
53023,close-up+1990,5
67230,hipsters+2008,4
22709,the+woman+in+the+septic+tank+2011,4
26499,the+perverts+guide+to+cinema+2006,4
82788,scarface+1983,4
159462,2001+a+space+odyssey+1968,4
277270,the+goonies+1985,4
185770,i+accuse+1938,4
159052,ratatouille+2007,4
84965,silent+night_+deadly+night+iii+better+watch+out+1989,3
54655,an+honest+liar+2014,4
55257,diamonds+are+forever+1971,3
132557,james+dean+remembered+1974,3
286923,the+man+who+knew+too+much+1956,5
325618,an+affair+of+love+1999,4
123804,saint+seiya+legend+of+sanctuary+2014,4
163695,the+wrong+trousers+1993,4
269956,alice+in+wonderland+2010,4
225216,kissed+1996,3
211641,frozen+2013,4
249731,the+inbetweeners+2+2014,4
312184,the+cider+house+rules+1999,4
175044,red+hill+2010,3
8025,daddy+longlegs+2009,4
65488,inside+job+2010,4
345132,the+fugitive+1993,5
71709,the+dark+knight+rises+2012,5
254572,fail+safe+2000,4
192547,pathology+2008,3
140392,constantine+2005,3
121089,steamboat+bill_+jr.+1928,3
327569,great+balls+of+fire+1989,3
82924,forbidden+games+1952,5
229859,aladdin+1992,4
28655,the+illustrated+man+1969,2
228277,charlie+wilsons+war+2007,4
96030,the+brain+1988,4
4245,snow+white+and+the+seven+dwarfs+1937,3
280979,harry+potter+and+the+deathly+hallows+part+2+2011,3
268116,batman+begins+2005,4
147631,in+the+shadow+of+the+moon+2007,5
290223,the+jungle+book+1967,4
16317,demonic+2015,4
215247,mr.+deeds+goes+to+town+1936,4
338363,vice+2015,3
928,my+neighbor+totoro+1988,5
34746,groundhog+day+1993,4
267457,despicable+me+2+2013,5
30582,my+son_+my+son_+what+have+ye+done+2009,3
162732,the+buddy+holly+story+1978,4
351723,forrest+gump+1994,4
137211,treasure+planet+2002,4
325598,the+lord+of+the+rings+the+return+of+the+king+2003,5
187374,blade+runner+1982,4
29348,live+flesh+1997,3
202941,the+shawshank+redemption+1994,4
165479,the+big+clock+1948,5
208615,howls+moving+castle+2004,4
112543,interstellar+2014,5
317902,mccabe++mrs.+miller+1971,5
319464,the+thing+from+another+world+1951,3
194142,the+hobbit+the+desolation+of+smaug+2013,4
319201,pirates+of+the+great+salt+lake+2006,2
78369,the+eel+1997,4
310052,gorillas+in+the+mist+1988,4
9368,batman+begins+2005,5
263352,three+sailors+and+a+girl+1953,4
292634,the+man+who+knew+too+much+1956,3
99284,vice+2015,4
94496,i+think+i+love+my+wife+2007,4
132605,kingsman+the+secret+service+2015,4
237934,impure+thoughts+1986,3
220585,god+bless+america+2011,4
148964,the+shawshank+redemption+1994,4
19950,byzantium+2012,5
81695,gone+girl+2014,5
201111,beat+the+devil+1953,3
157732,harry+potter+and+the+half-blood+prince+2009,4
105080,winter+light+1963,5
46726,the+public+woman+1984,4
317558,thats+life+1998,3
161915,the+ten+commandments+1956,3
281028,the+lord+of+the+rings+the+two+towers+2002,4
253774,iron+man+2008,3
223753,star+maps+1997,3
310038,guardians+of+the+galaxy+2014,4
175152,moon+warriors+1992,4
49158,dr.+no+1962,5
336623,my+fathers+glory+1990,5
259118,lean+on+me+1989,4
40388,a+little+night+music+1977,4
138519,the+day+the+earth+stood+still+1951,5
77435,thor+the+dark+world+2013,4
136458,dames+1934,4
60409,american+dream+1990,5
186816,the+hunchback+of+notre+dame+1939,5
428,standard+operating+procedure+2008,3
277032,female+perversions+1996,4
278232,harry+potter+and+the+philosophers+stone+2001,2
157662,fight+club+1999,4
232759,the+man+who+sleeps+1974,3
115923,masquerade+in+vienna+1934,3
32177,knocked+up+2007,3
234235,up+2009,4
71133,american+gothic+1988,4
94783,spirited+away+2001,5
264079,mutiny+on+the+bounty+1935,4
71664,falling+in+love+1984,3
230782,blade+runner+1982,4
249055,bright+lights+1935,4
11158,project+a+ii+1987,5
63417,moonraker+1979,4
70962,coraline+2009,4
248310,taken+3+2014,4
168675,castle+in+the+sky+1986,3
264945,sweeney+todd+2006,3
174287,the+myth+of+the+american+sleepover+2010,4
54160,tangled+2010,5
203701,interstellar+2014,5
338980,grosse+pointe+blank+1997,4
89289,dragon+ball+z+bojack+unbound+1993,3
170151,anchors+aweigh+1945,4
132395,the+war+of+the+roses+1989,3
333262,bean+1997,4
181129,damnation+1988,3
139777,london+after+midnight+1927,4
221398,small+time+2014,4
347148,in+the+soup+1992,3
249984,fire+and+ice+1983,4
272099,se7en+1995,5
14657,house+of+d+2005,3
168782,one+flew+over+the+cuckoos+nest+1975,5
159966,gregory+go+boom+2013,3
333971,the+dark+knight+2008,3
214468,forrest+gump+1994,4
231563,beauty+and+the+beast+1991,4
157286,the+hypothesis+of+the+stolen+painting+1978,3
195410,young++beautiful+2013,3
241287,garden+lovers+2014,4
73265,dallas+-+war+of+the+ewings+1998,4
18041,iron+man+2+2010,4
252384,ray+harryhausen+special+effects+titan+2011,5
280938,enter+the+dragon+1973,4
276083,testament+1983,4
294391,sixteen+candles+1984,4
77053,anonymous+2011,4
160086,whiplash+2014,4
168857,regeneration+1915,4
60572,spirited+away+2001,4
103277,le+mans+1971,3
166876,akira+1988,4
308572,a+letter+to+elia+2010,3
283228,scarface+1983,3
308932,bertsolari+2011,4
319342,one+flew+over+the+cuckoos+nest+1975,4
339788,lola+1961,3
206441,over+the+edge+1979,4
138210,asterix+conquers+america+1994,4
190861,pirates+of+the+caribbean+on+stranger+tides+2011,3
66502,american+yakuza+1993,4
154770,three+coins+in+the+fountain+1954,5
250765,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
283291,lost+boys+of+sudan+2003,5
227505,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
173399,snow+white+and+the+seven+dwarfs+1937,4
147398,i_+robot+2004,4
329017,my+boyfriends+dogs+2014,3
252,bring+me+the+head+of+alfredo+garcia+1974,4
24196,kin-dza-dza+1986,4
204209,indiana+jones+and+the+temple+of+doom+1984,4
346130,whiplash+2014,3
34991,fight_+zatichi_+fight+1964,3
149460,return+to+lonesome+dove+1993,3
328756,harry+potter+and+the+chamber+of+secrets+2002,4
143091,interstellar+2014,3
63143,the+white+diamond+2004,4
291020,the+rolling+stones+gimme+shelter+1970,4
31003,charlie+chans+murder+cruise+1940,4
111270,perfect+sisters+2014,3
294273,galaxy+quest+1999,4
70238,phoenix+1998,4
347284,hell+up+in+harlem+1973,4
26988,i_+robot+2004,4
49440,star+wars+episode+i+-+the+phantom+menace+1999,4
96495,that+naughty+girl+1956,4
75985,win+win+2011,5
288022,the+godfather+part+ii+1974,4
143584,the+frighteners+1996,4
259552,magnificent+warriors+1987,3
195771,paper+man+2009,3
113723,a+feast+at+midnight+1994,4
283372,just+cause+1995,4
259043,watchmen+2009,3
303756,f.i.s.t.+1978,3
185404,car+wash+1976,2
344737,miracle+2004,4
329218,cowboys++aliens+2011,3
254125,very+happy+alexander+1968,4
206853,from+here+to+eternity+1953,4
62831,the+lonely+passion+of+judith+hearne+1987,4
128149,gladiator+2000,4
77032,late+bloomers+2011,4
86170,twilight+2008,3
29527,the+shawshank+redemption+1994,5
51933,raiders+of+the+lost+ark+1981,4
98536,gone+girl+2014,4
211915,the+hairdressers+husband+1990,3
1726,indiana+jones+and+the+temple+of+doom+1984,4
219383,black++white++sex+2012,3
261889,the+trial+of+billy+jack+1974,3
3075,heads+1994,4
66633,mystery+date+1991,2
23370,halloween+is+grinch+night+1977,3
216235,welcome+to+the+south+2010,4
209570,snowball+express+1972,4
282227,lets+do+it+again+1975,4
111141,toy+story+3+2010,3
89417,sixteen+candles+1984,4
167606,lady+and+the+tramp+1955,3
133813,jeremiah+johnson+1972,3
175616,terminator+2+judgment+day+1991,3
63200,natural+city+2003,3
83225,gattaca+1997,4
115234,my+own+private+idaho+1991,4
25920,pulp+fiction+1994,4
284570,artifact+2012,4
155187,monsters_+inc.+2001,4
190258,jud+s+1940,4
7936,on+the+beach+2000,4
104170,the+mummy+1999,5
271813,marina+abramovi+the+artist+is+present+2012,3
253013,into+the+woods+2014,3
223521,the+student+of+prague+1913,4
127398,hit+man+1972,3
154608,casino+royale+2006,4
182533,grave+encounters+2+2012,4
351812,knockaround+guys+2001,2
281178,hotel+transylvania+2012,4
301457,a+gentle+woman+1969,4
70599,batman+begins+2005,4
193135,the+science+of+sleep+2006,3
260001,the+lord+of+the+rings+the+two+towers+2002,5
223632,eagle+eye+2008,3
248047,a+master+builder+2013,4
90529,the+holy+innocents+1984,4
302190,the+counterfeit+traitor+1962,4
58083,the+sundowners+1960,4
264836,the+green+mile+1999,5
109451,frozen+2013,3
92711,monty+python+and+the+holy+grail+1975,4
183684,witchfinder+general+1968,4
84598,whisper+of+the+heart+1995,4
294116,scarface+1983,4
38416,the+skeleton+twins+2014,4
121635,a+good+job+stories+of+the+fdny+2014,4
42763,the+incredible+shrinking+man+1957,4
32713,up+the+yangtze+2007,4
23109,the+man+who+knew+too+much+1956,4
33300,katatsumori+1994,3
168268,il+grido+1957,4
201735,the+court+jester+1955,4
137757,under+the+boardwalk+the+monopoly+story+2011,3
292919,its+my+mothers+birthday+today+2008,4
1790,chaos+theory+2008,4
160501,stalag+17+1953,4
9084,the+frisco+kid+1979,5
341767,the+calcium+kid+2004,3
234658,the+general+1998,2
158721,california+split+1974,4
40113,auditiontalent+competition+1964,3
300488,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
205544,the+guard+2011,4
328117,one+point+o+2004,4
121576,shrek+2+2004,4
58219,the+iran+job+2012,5
320887,independence+day+1996,3
223221,burn+after+reading+2008,4
344536,bill+bailey+tinselworm+2008,4
221888,my+neighbor+totoro+1988,4
260473,hair+1979,4
715,the+tracey+fragments+2007,2
1239,pride+and+prejudice+1940,5
192204,the+flowers+of+st.+francis+1950,4
161875,the+imitation+game+2014,5
266694,the+great+gatsby+1949,3
205139,kung+fu+hustle+2004,3
14576,bolt+2008,4
122932,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
212352,despicable+me+2+2013,3
306185,children+of+the+corn+666+isaacs+return+1999,3
75193,blue+is+the+warmest+color+2013,4
222914,snow+white+and+the+seven+dwarfs+1937,4
199819,arlington+road+1999,3
129536,predator+1987,3
18582,the+little+mermaid+1989,5
128048,total+recall+1990,4
236544,the+saragossa+manuscript+1965,3
18188,pulp+fiction+1994,5
166023,pale+rider+1985,4
349862,dragon+hunters+2008,3
72054,limitless+2011,4
39655,dolls+2002,3
151302,picnic+at+hanging+rock+1975,3
269455,the+omen+1976,4
96499,the+gore+gore+girls+1972,3
2094,saint+seiya+legend+of+sanctuary+2014,4
184574,the+hole+2001,4
24126,sigur+rs+heima+2007,5
267079,the+supper+1992,4
318047,somebody+is+waiting+1996,3
175840,amlie+2001,3
75703,y+tu+mam+tambin+2001,4
111269,sympathy+for+mr.+vengeance+2002,4
129607,roman+2006,4
253861,the+shadow+riders+1982,3
240910,master+and+commander+the+far+side+of+the+world+2003,3
253091,red+river+1948,4
189704,steve+jobs+the+lost+interview+2012,4
278213,familiar+ground+2011,4
313407,manhattan+1979,5
8093,craig+ferguson+does+this+need+to+be+said+2011,3
104484,gone+girl+2014,4
222920,akira+1988,3
62385,port+of+shadows+1938,5
326082,cornelis+2010,4
142410,little+fauss+and+big+halsy+1970,4
237569,indiana+jones+and+the+last+crusade+1989,4
158051,conan+the+barbarian+1982,3
139334,the+journey+to+melonia+1989,3
16026,bruce+almighty+2003,4
246759,insurgent+2015,3
264576,mississippi+masala+1991,3
232869,the+last+blitzkrieg+1959,4
188695,the+pearls+of+the+crown+1937,3
238638,saving+private+ryan+1998,4
172281,fantastic+4+rise+of+the+silver+surfer+2007,4
218997,apollo+13+1995,3
53412,more+wild+wild+west+1980,5
126684,annie+hall+1977,4
267375,interstellar+2014,4
322849,interstellar+2014,4
60216,behind+the+burly+q+2010,4
170335,stranger+than+paradise+1984,4
299475,boys+2014,4
266389,taste+of+cherry+1997,4
311054,they+wont+forget+1937,3
187038,run+if+you+can+2010,4
8094,rob+the+mob+2014,2
282729,tulpan+2009,3
102809,adulthood+2008,4
82460,the+cars+that+ate+paris+1974,3
87809,2001+a+space+odyssey+1968,5
133826,freedom+2009,4
238929,the+toy+1976,3
256076,harry+potter+and+the+goblet+of+fire+2005,4
122362,the+creature+wasnt+nice+1983,2
269372,gone+girl+2014,4
344169,beverly+hills+cop+iii+1994,3
309850,thoroughly+modern+millie+1967,3
269978,escape+from+alcatraz+1979,4
125379,the+7th+voyage+of+sinbad+1958,3
296448,the+great+white+silence+1924,2
66348,grotesque+2009,3
231704,51+birch+street+2006,3
249727,aguirre+the+wrath+of+god+1972,3
197776,bully+2001,4
3623,snow+white+and+the+seven+dwarfs+1937,4
135255,housebound+2014,3
258451,eat+2011,2
179957,city+of+god+2002,4
233193,iron+man+2+2010,4
57309,pirates+of+the+caribbean+on+stranger+tides+2011,5
351436,the+scribbler+2014,2
3928,killer+joe+2011,3
240942,fullmetal+alchemist+the+movie+conqueror+of+shamballa+2005,2
194071,jersey+boys+2014,4
239787,mail+early+for+xmas+1959,3
303528,brians+song+1971,3
232247,made+in+hong+kong+1997,3
198549,the+lord+of+the+rings+the+return+of+the+king+2003,4
317100,gas+food+lodging+1992,3
102165,dead+of+night+1974,4
352153,mickey_+donald_+goofy+the+three+musketeers+2004,3
312491,whisper+of+the+heart+1995,3
276737,avatar+2009,5
50954,coup+de+grce+1976,3
345958,cabin+fever+patient+zero+2014,3
183395,the+matrix+1999,4
59040,all+quiet+on+the+western+front+1930,3
157433,monga+2010,3
265178,my+neighbor+totoro+1988,5
167902,volga+-+volga+1938,3
318596,metallica+some+kind+of+monster+2004,4
238590,where+the+truth+lies+2005,4
162958,master+and+commander+the+far+side+of+the+world+2003,5
176193,gattaca+1997,5
162406,blood+into+wine+2010,4
149870,inception+2010,5
343397,the+collector+1965,4
297321,the+gore+gore+girls+1972,2
17157,kommissarie+spck+2010,3
40814,tinker+tailor+soldier+spy+1979,3
3521,my+dinner+with+andr+1981,4
237275,the+winning+season+2009,3
258504,born+into+brothels+2004,5
310584,helen+of+troy+1956,4
38964,men+of+honor+2000,3
200416,fight+club+1999,5
221816,we+feed+the+world+2005,3
20861,almost+you+1985,3
296713,wagners+dream+2012,4
29044,anna+1988,4
141290,have+dreams_+will+travel+2007,4
98124,crooks+in+clover+1963,3
344189,silentium+2004,3
334296,stinsen+brinner...+filmen+allts+1991,3
27169,harry+potter+and+the+half-blood+prince+2009,4
140121,back+to+the+future+1985,5
11116,sweet+smell+of+success+1957,4
345962,toy+story+2+1999,4
149649,the+return+of+martin+guerre+1982,4
72814,one+night+in+mongkok+2004,3
137346,sexmission+1984,4
300624,happy+together+1997,4
146458,kikis+delivery+service+1989,5
317051,the+secret+world+of+arrietty+2010,4
98415,how+to+train+your+dragon+2010,4
270291,the+little+mermaid+1989,4
333177,the+house+of+small+cubes+2008,4
46694,serendipity+2001,4
173405,nightcrawler+2014,5
344107,results+2015,4
123904,the+avengers+2012,4
127832,forrest+gump+1994,4
32503,leon+the+professional+1994,5
266405,the+mummy+1932,4
200192,best+laid+plans+1999,2
1008,seven+samurai+1954,4
85304,blind+chance+1987,5
36290,toy+story+3+2010,4
320001,law+abiding+citizen+2009,4
36911,what+have+i+done+to+deserve+this+1984,3
248247,the+doors+1991,4
88779,the+last+wagon+1956,4
108204,scarface+1983,4
280665,the+bounty+1984,3
124405,soulless+2012,4
251208,national+theatre+live+frankenstein+2011,3
233902,dead+end+1937,4
299773,a+gathering+of+eagles+1963,2
320045,serendipity+2001,2
304287,exiled+2006,4
159186,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,4
62688,man+of+a+thousand+faces+1957,3
185116,three+days+of+the+condor+1975,4
303165,the+best+years+of+our+lives+1946,5
305084,layer+cake+2004,4
183998,spirited+away+2001,5
288906,east+is+east+1999,5
847,a+gentlemans+game+2002,3
51865,clerks+1994,3
283205,ice+princess+2005,3
332840,the+lord+of+the+rings+the+two+towers+2002,4
247224,red+bear+2002,3
239461,wild+strawberries+1957,4
84675,zapped+again+1990,3
290248,the+avengers+2012,4
336566,the+swan+princess+1994,2
37102,the+american+friend+1977,4
301076,sharknado+2013,2
83235,riot+on+sunset+strip+1967,3
258200,maurice+1987,4
433,harry+potter+and+the+goblet+of+fire+2005,5
315720,madeas+witness+protection+2012,4
130429,one+hundred+men+and+a+girl+1937,3
15084,the+replacement+killers+1998,3
14108,ballet+shoes+2008,3
261963,batman+begins+2005,3
314476,bridget+joness+diary+2001,3
229210,ice+age+2002,4
169631,molire+1978,5
80441,sound+and+fury+2000,4
343689,stolen+seas+2013,4
320732,cool+hand+luke+1967,5
103923,leon+the+professional+1994,3
323408,monty+python+and+the+holy+grail+1975,5
352222,ziggy++stardust+and+the+spiders+from+mars+1973,3
203895,eddie+izzard+glorious+1997,5
344027,the+shawshank+redemption+1994,4
318773,oss+117+lost+in+rio+2009,3
33328,death+in+buenos+aires+2014,4
234233,the+house+with+laughing+windows+1976,4
109819,beetlejuice+1988,4
142872,cross+of+iron+1977,4
185428,the+secret+world+of+arrietty+2010,5
316036,the+guardians+2012,3
172142,the+art+of+flight+2011,3
146743,race+to+witch+mountain+2009,3
293865,guess+whos+coming+to+dinner+1967,4
306542,folies+bergre+de+paris+1935,3
184353,going+my+way+1944,4
